name,url,id,cb_rank,about,industries,operating_status,social_media_links,founded_date,num_employees,country_code,website,location
Moda Operandi,https://www.crunchbase.com/organization/moda-operandi,moda-operandi,6069,Moda Operandi is an e-commerce platform connecting consumers with fashion designers.,"[{""id"":""e-commerce-275d"",""value"":""E-Commerce""},{""id"":""fashion"",""value"":""Fashion""},{""id"":""internet"",""value"":""Internet""},{""id"":""retail"",""value"":""Retail""}]",active,"[""http://www.facebook.com/ModaOperandi"",""https://www.linkedin.com/company/moda-operandi"",""http://twitter.com/modaoperandi""]",2010-08-01,251-500,US,http://modaoperandi.com,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Dartmouth Atlas of Healthcare,https://www.crunchbase.com/organization/dartmouth-atlas-of-healthcare,dartmouth-atlas-of-healthcare,1892035,The Dartmouth Atlas of Health Care is based at The Dartmouth Institute for Health Policy and Clinical Practice.,"[{""id"":""fitness"",""value"":""Fitness""},{""id"":""health-care"",""value"":""Health Care""}]",active,nan,nan,nan,nan,http://www.dartmouthatlas.org/,nan
Amino,https://www.crunchbase.com/organization/amino,amino,40929,Amino is a data-driven healthcare guidance platform that helps companies and their employees navigate the complex US healthcare system.,"[{""id"":""employee-benefits"",""value"":""Employee Benefits""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""wellness"",""value"":""Wellness""}]",active,"[""https://www.facebook.com/aminohealth"",""https://www.linkedin.com/company/aminohealth"",""https://www.twitter.com/aminohealth""]",2013-01-01,11-50,US,https://partners.amino.com,"[{""name"":""San Francisco"",""permalink"":""san-francisco-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
DowDuPont,https://www.crunchbase.com/organization/dowdupont,dowdupont,310217,DowDuPont is a company formed after the merger of Dow Chemical and DuPont.,"[{""id"":""chemical"",""value"":""Chemical""}]",active,"[""https://www.linkedin.com/company/10836917/"",""https://www.twitter.com/dowdupontco""]",2017-01-01,10001+,US,http://www.dow-dupont.com,"[{""name"":""Midland"",""permalink"":""midland-michigan""},{""name"":""Michigan"",""permalink"":""michigan-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Timejoy,https://www.crunchbase.com/organization/timejoy,timejoy,139895,TimeJoy. Intelligent Personal Assistant for the overcommited and overscheduled.,"[{""id"":""apps"",""value"":""Apps""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""mobile-apps"",""value"":""Mobile Apps""},{""id"":""productivity-tools"",""value"":""Productivity Tools""}]",active,"[""https://www.facebook.com/TimeJoyApp"",""https://www.linkedin.com/company/timejoy"",""https://twitter.com/@timejoyapp""]",2015-01-01,1-10,US,http://timejoy.co/,"[{""name"":""San Francisco"",""permalink"":""san-francisco-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Sierra Space,https://www.crunchbase.com/organization/sierra-space,sierra-space,88,Sierra Space is a commercial space company that specializes in the development of advanced space technologies and solutions.,"[{""id"":""advanced-materials"",""value"":""Advanced Materials""},{""id"":""aerospace-8a20"",""value"":""Aerospace""},{""id"":""industrial-manufacturing"",""value"":""Industrial Manufacturing""},{""id"":""space-travel-b590"",""value"":""Space Travel""},{""id"":""transportation"",""value"":""Transportation""}]",active,"[""https://www.facebook.com/SierraSpaceCo"",""https://www.linkedin.com/company/sierraspace"",""https://www.twitter.com/SierraSpaceCo""]",2021-01-01,1001-5000,US,https://sierraspace.com,"[{""name"":""Louisville"",""permalink"":""louisville-colorado""},{""name"":""Colorado"",""permalink"":""colorado-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Harcourt Brace Jovanovich,https://www.crunchbase.com/organization/harcourt-brace-jovanovich,harcourt-brace-jovanovich,3702826,Harcourt Brace Jovanovich expands users' knowledge as a global learning company.,"[{""id"":""education"",""value"":""Education""}]",closed,nan,nan,nan,nan,http://www.harcourtbooks.com,nan
Decision Point AI ® UK,https://www.crunchbase.com/organization/decision-point-ai-uk,decision-point-ai-uk,624520,Professional services consulting for key decision making solutions,"[{""id"":""artificial-intelligence"",""value"":""Artificial Intelligence (AI)""},{""id"":""consulting"",""value"":""Consulting""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""predictive-analytics-ca83"",""value"":""Predictive Analytics""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.linkedin.com/company/decision-point-ai/""]",2019-01-01,1-10,GB,https://decisionpointai.co.uk,"[{""name"":""Edinburgh"",""permalink"":""edinburgh-edinburgh,-city-of""},{""name"":""Edinburgh, City of"",""permalink"":""edinburgh,-city-of-united-kingdom""},{""name"":""United Kingdom"",""permalink"":""united-kingdom""},{""name"":""Europe"",""permalink"":""europe""}]"
Windeln.de,https://www.crunchbase.com/organization/windeln-de,windeln-de,431039,Windeln.de is an online shopping site based in Germany specializing in baby products.,"[{""id"":""child-care"",""value"":""Child Care""},{""id"":""e-commerce-275d"",""value"":""E-Commerce""},{""id"":""shopping"",""value"":""Shopping""}]",active,"[""http://www.facebook.com/windeln.de"",""https://www.linkedin.com/company/windelnde/""]",2010-01-01,101-250,DE,http://www.windeln.de,"[{""name"":""München"",""permalink"":""münchen-bayern""},{""name"":""Bayern"",""permalink"":""bayern-germany""},{""name"":""Germany"",""permalink"":""germany""},{""name"":""Europe"",""permalink"":""europe""}]"
Volders,https://www.crunchbase.com/organization/volders,volders,55495,Volders is a financial company that provides contracts and subscriptions.,"[{""id"":""contact-management"",""value"":""Contact Management""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""internet"",""value"":""Internet""},{""id"":""legal"",""value"":""Legal""}]",active,"[""https://www.facebook.com/voldersapp"",""https://www.linkedin.com/company/volders-gmbh"",""https://twitter.com/volders""]",2015-01-01,11-50,DE,http://www.volders.de,"[{""name"":""Berlin"",""permalink"":""berlin-berlin""},{""name"":""Berlin"",""permalink"":""berlin-germany""},{""name"":""Germany"",""permalink"":""germany""},{""name"":""Europe"",""permalink"":""europe""}]"
Wealth Trust Securities,https://www.crunchbase.com/organization/wealth-trust-securities,wealth-trust-securities,1307239,WTS is a primary dealer appointed by the Central Bank of Sri Lanka that acts as a specialized intermediary in the securities market.,"[{""id"":""finance"",""value"":""Finance""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""security-4c60"",""value"":""Security""}]",active,"[""https://www.linkedin.com/company/wealthtrust-securities-limited""]",2012-01-01,nan,LK,http://www.wealthtrust.lk/en/,"[{""name"":""Colombo"",""permalink"":""colombo-western""},{""name"":""Western"",""permalink"":""western-sri-lanka""},{""name"":""Sri Lanka"",""permalink"":""sri-lanka""},{""name"":""Asia"",""permalink"":""asia""}]"
NortonLifeLock,https://www.crunchbase.com/organization/symantec,symantec,70734,"NortonLifeLock provides security, storage, and systems management solutions that help consumers secure and manage their information.","[{""id"":""computer"",""value"":""Computer""},{""id"":""cyber-security"",""value"":""Cyber Security""},{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""security-4c60"",""value"":""Security""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/NortonLifeLock/"",""https://www.linkedin.com/company/nortonlifelock/"",""https://twitter.com/NortonLifeLock""]",1982-01-01,1001-5000,US,https://www.nortonlifelock.com,"[{""name"":""Tempe"",""permalink"":""tempe-arizona""},{""name"":""Arizona"",""permalink"":""arizona-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
EnableU,https://www.crunchbase.com/organization/enableu,enableu,727948,EnableU develops an online platform that helps improve skills of sales teams.,"[{""id"":""information-technology-dbca"",""value"":""Information Technology""},{""id"":""personal-development"",""value"":""Personal Development""},{""id"":""sales"",""value"":""Sales""},{""id"":""software"",""value"":""Software""},{""id"":""training"",""value"":""Training""}]",active,"[""https://www.facebook.com/EnableUEdu"",""https://www.linkedin.com/company/enableu""]",2019-01-01,nan,US,https://enableu.com,"[{""name"":""Austin"",""permalink"":""austin-texas""},{""name"":""Texas"",""permalink"":""texas-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Comcast,https://www.crunchbase.com/organization/comcast,comcast,719,Comcast is a media and technology company that connects millions of people to the moments and experiences that matter most.,"[{""id"":""internet"",""value"":""Internet""},{""id"":""telecommunications"",""value"":""Telecommunications""},{""id"":""tv"",""value"":""TV""},{""id"":""video"",""value"":""Video""},{""id"":""web-hosting"",""value"":""Web Hosting""}]",active,"[""https://www.facebook.com/comcast"",""https://www.linkedin.com/company/comcast"",""https://x.com/comcast""]",1963-06-28,10001+,US,https://corporate.comcast.com,"[{""name"":""Philadelphia"",""permalink"":""philadelphia-pennsylvania""},{""name"":""Pennsylvania"",""permalink"":""pennsylvania-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
CTI BioPharma,https://www.crunchbase.com/organization/cell-therapeutics,cell-therapeutics,118271,CTI BioPharma is a biopharmaceutical company developing oncology products for the treatment of blood-related cancers.,"[{""id"":""biopharma"",""value"":""Biopharma""},{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""oncology"",""value"":""Oncology""},{""id"":""therapeutics"",""value"":""Therapeutics""}]",active,"[""https://www.linkedin.com/company/cti-biopharma"",""http://twitter.com/CTIBioPharma""]",1991-01-01,101-250,US,http://www.ctibiopharma.com,"[{""name"":""Seattle"",""permalink"":""seattle-washington""},{""name"":""Washington"",""permalink"":""washington-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Docler Holding,https://www.crunchbase.com/organization/docler-holding,docler-holding,214476,Docler Holding is a multinational enterprise.,"[{""id"":""information-technology-dbca"",""value"":""Information Technology""}]",active,"[""https://www.facebook.com/doclerholdinglu"",""https://www.linkedin.com/company/docler-holding-luxembourg"",""https://www.twitter.com/doclerholdinglu""]",2001-01-01,251-500,LU,https://www.doclerholding.com/,"[{""name"":""Luxembourg"",""permalink"":""luxembourg-luxembourg""},{""name"":""Luxembourg"",""permalink"":""luxembourg-luxembourg-1bf1""},{""name"":""Luxembourg"",""permalink"":""luxembourg""},{""name"":""Europe"",""permalink"":""europe""}]"
Ziff Davis,https://www.crunchbase.com/organization/ziffdavis,ziffdavis,36638,Ziff Davis is a digital media and internet company that focuses on cybersecurity and connectivity.,"[{""id"":""cloud-computing"",""value"":""Cloud Computing""},{""id"":""digital-media-2f47"",""value"":""Digital Media""},{""id"":""internet"",""value"":""Internet""}]",active,"[""https://www.facebook.com/ziffdavisinc"",""https://www.linkedin.com/company/ziff-davis-inc"",""https://twitter.com/ziffdavis""]",1995-01-01,1001-5000,US,https://www.ziffdavis.com/,"[{""name"":""New York"",""permalink"":""new-york-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Arts & Cultural Alliance of Freeport,https://www.crunchbase.com/organization/arts-cultural-alliance-of-freeport,arts-cultural-alliance-of-freeport,3695185,The Arts & Cultural Alliance of Freeport works to make Greater Freeport a more vibrant center for arts and culture.,nan,active,"[""https://www.linkedin.com/company/arts-cultural-alliance-of-freeport/about/""]",nan,nan,nan,https://freeportartsandculture.org/,nan
Praxis Aerospace Concepts International,https://www.crunchbase.com/organization/praxis-aerospace-concepts-international,praxis-aerospace-concepts-international,3261511,"Praxis Aerospace Concepts Int'l Inc. offers consulting for unmanned systems, focusing on UAS and autonomous tech development.","[{""id"":""aerospace-8a20"",""value"":""Aerospace""},{""id"":""consulting"",""value"":""Consulting""},{""id"":""training"",""value"":""Training""}]",active,"[""https://www.facebook.com/praxisaerospace"",""https://www.linkedin.com/company/praxis-aerospace-concepts-international/"",""https://twitter.com/praxisaerospacec""]",2011-01-01,11-50,US,https://www.praxisaerospace.com/,"[{""name"":""Boulder City"",""permalink"":""boulder-city-nevada""},{""name"":""Nevada"",""permalink"":""nevada-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
DroneUp,https://www.crunchbase.com/organization/droneup,droneup,12990,DroneUp is a comprehensive platform that mobilizes and supports sUAS teams and missions on a global scale.,"[{""id"":""drone-management"",""value"":""Drone Management""},{""id"":""drones"",""value"":""Drones""},{""id"":""internet"",""value"":""Internet""},{""id"":""location-based-services"",""value"":""Location Based Services""},{""id"":""public-safety"",""value"":""Public Safety""}]",active,"[""https://www.facebook.com/godroneup"",""https://www.linkedin.com/company/godroneup"",""https://www.twitter.com/godroneup""]",2016-11-01,101-250,US,https://droneup.com,"[{""name"":""Virginia Beach"",""permalink"":""virginia-beach-virginia""},{""name"":""Virginia"",""permalink"":""virginia-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
IF - Insightful Finances,https://www.crunchbase.com/organization/if-insightful-finances,if-insightful-finances,1804007,We make it easy to see what happens to your financial future when you make big decisions (like buying a new Mercedes).,nan,active,"[""https://www.linkedin.com/company/if-atlanta"",""https://twitter.com/iF_Atlanta""]",2020-01-01,nan,US,https://www.insightfulfinances.com,"[{""name"":""Atlanta"",""permalink"":""atlanta-georgia""},{""name"":""Georgia"",""permalink"":""georgia-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Sunbelt Midwest Business,https://www.crunchbase.com/organization/sunbelt-midwest-business,sunbelt-midwest-business,732251,Sunbelt Midwest Business is the largest organization of business brokers and M & A professionals in the world.,"[{""id"":""information-technology-dbca"",""value"":""Information Technology""}]",active,"[""https://www.linkedin.com/company/sunbelt-business-advisors"",""https://www.twitter.com/sellyourbizmn""]",1978-01-01,5001-10000,US,http://www.sunbeltmidwest.com,"[{""name"":""Saint Paul"",""permalink"":""saint-paul-minnesota""},{""name"":""Minnesota"",""permalink"":""minnesota-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Boston College,https://www.crunchbase.com/organization/boston-college,boston-college,482,"Boston College is a private Jesuit Catholic research university located in Chestnut Hill, Massachusetts.","[{""id"":""education"",""value"":""Education""}]",active,"[""https://www.facebook.com/BostonCollege/timeline?ref=page_internal"",""https://www.linkedin.com/company/5396"",""https://twitter.com/BostonCollege""]",1863-01-01,nan,US,http://www.bc.edu/,"[{""name"":""Chestnut Hill"",""permalink"":""chestnut-hill-massachusetts""},{""name"":""Massachusetts"",""permalink"":""massachusetts-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
CCL Governance Risk Compliance,https://www.crunchbase.com/organization/ccl-governance-risk-compliance,ccl-governance-risk-compliance,1904739,CCL is uniquely placed to provide the widest range of specialist compliance consultancy services on both a regional and international basis.,"[{""id"":""compliance-da6d"",""value"":""Compliance""},{""id"":""risk-management"",""value"":""Risk Management""}]",active,"[""https://www.linkedin.com/company/ccl---governance-risk-compliance/""]",1988-01-01,11-50,GB,https://www.cclcompliance.com/,"[{""name"":""London"",""permalink"":""london-england""},{""name"":""England"",""permalink"":""england-united-kingdom""},{""name"":""United Kingdom"",""permalink"":""united-kingdom""},{""name"":""Europe"",""permalink"":""europe""}]"
Halcyon,https://www.crunchbase.com/organization/halcyon-4db5,halcyon-4db5,14269,Halcyon seeks and celebrates creativity in all forms and galvanizes creative individuals aspiring to promote social good.,"[{""id"":""business-development"",""value"":""Business Development""},{""id"":""career-planning"",""value"":""Career Planning""},{""id"":""non-profit"",""value"":""Non Profit""},{""id"":""social"",""value"":""Social""},{""id"":""womens"",""value"":""Women's""}]",active,"[""https://www.facebook.com/halcyoninspires/"",""https://www.linkedin.com/company/halcyoninspires"",""https://twitter.com/HalcyonInspires""]",2017-01-01,11-50,US,https://halcyonhouse.org/,"[{""name"":""Washington"",""permalink"":""washington-district-of-columbia""},{""name"":""District of Columbia"",""permalink"":""district-of-columbia-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Enumclaw Insurance,https://www.crunchbase.com/organization/enumclaw-insurance,enumclaw-insurance,477529,"Enumclaw specializes in property & casualty insurance including personal lines products such as auto, homeowner, dwelling fire, watercraft.","[{""id"":""insurance"",""value"":""Insurance""},{""id"":""life-insurance"",""value"":""Life Insurance""},{""id"":""property-insurance"",""value"":""Property Insurance""}]",active,"[""https://www.facebook.com/MutualofEnumclaw/"",""https://www.linkedin.com/company/mutual-of-enumclaw/"",""https://twitter.com/moeinsurance""]",1898-02-17,251-500,US,https://www.mutualofenumclaw.com/,"[{""name"":""Enumclaw"",""permalink"":""enumclaw-washington""},{""name"":""Washington"",""permalink"":""washington-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Cvent,https://www.crunchbase.com/organization/cvent,cvent,142105,"Cvent is an event management software company who provide a platform to manage in-person, virtual, and hybrid events.","[{""id"":""business-intelligence"",""value"":""Business Intelligence""},{""id"":""event-management"",""value"":""Event Management""},{""id"":""events"",""value"":""Events""},{""id"":""hospitality"",""value"":""Hospitality""},{""id"":""meeting-software"",""value"":""Meeting Software""},{""id"":""software"",""value"":""Software""}]",active,"[""http://www.facebook.com/cvent"",""http://www.linkedin.com/company/18125"",""http://twitter.com/cvent""]",1999-01-30,1001-5000,US,http://www.cvent.com,"[{""name"":""Mclean"",""permalink"":""mclean-virginia""},{""name"":""Virginia"",""permalink"":""virginia-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
"IGI, Inc",https://www.crunchbase.com/organization/igi-inc,igi-inc,3307047,An American Stock Exchange company.,"[{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""fintech-e067"",""value"":""FinTech""}]",active,nan,nan,nan,nan,nan,nan
ConsenSys Mesh,https://www.crunchbase.com/organization/consensys-mesh,consensys-mesh,62249,ConsenSys Mesh is a software development firm that offers blockchain technology solutions.,"[{""id"":""blockchain"",""value"":""Blockchain""},{""id"":""cryptocurrency"",""value"":""Cryptocurrency""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""venture-capital-b37d"",""value"":""Venture Capital""},{""id"":""web3-34b4"",""value"":""Web3""}]",active,"[""https://www.linkedin.com/company/consensys-mesh"",""https://twitter.com/ConsenSysMesh""]",2015-01-01,51-100,US,https://www.mesh.xyz/,"[{""name"":""Brooklyn"",""permalink"":""brooklyn-new-york""},{""name"":""New York"",""permalink"":""new-york-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Davisware,https://www.crunchbase.com/organization/davisware,davisware,147630,Davisware is field service management software that is built to streamline operations.,nan,active,"[""https://www.facebook.com/pg/DaviswareInc/"",""https://www.linkedin.com/company/daviswareinc"",""https://twitter.com/DaviswareSS""]",1988-01-01,101-250,US,https://www.davisware.com/,"[{""name"":""Dundee"",""permalink"":""dundee-illinois""},{""name"":""Illinois"",""permalink"":""illinois-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
The Global Advisory Group,https://www.crunchbase.com/organization/the-global-advisory-group,the-global-advisory-group,3651047,"We provide connectivity, expertise, and advisory for businesses and investors looking to expand into the MENA Region.","[{""id"":""consulting"",""value"":""Consulting""}]",active,"[""https://www.facebook.com/theglobaladvisorygroup/"",""https://twitter.com/globaladvisory1""]",2012-01-01,1-10,US,https://www.theglobaladvisory.com,"[{""name"":""Washington"",""permalink"":""washington-district-of-columbia""},{""name"":""District of Columbia"",""permalink"":""district-of-columbia-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Dotmatics,https://www.crunchbase.com/organization/dotmatics,dotmatics,23623,"Dotmatics is an R&D scientific software connecting science, data, and decision-making.","[{""id"":""bioinformatics"",""value"":""Bioinformatics""},{""id"":""biopharma"",""value"":""Biopharma""},{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""cloud-computing"",""value"":""Cloud Computing""},{""id"":""computer"",""value"":""Computer""},{""id"":""data-integration-0c4a"",""value"":""Data Integration""},{""id"":""data-visualization"",""value"":""Data Visualization""},{""id"":""life-science"",""value"":""Life Science""},{""id"":""pharmaceutical"",""value"":""Pharmaceutical""},{""id"":""saas-5c4e"",""value"":""SaaS""}]",active,"[""https://www.facebook.com/dotmatics/"",""https://www.linkedin.com/company/dotmatics/"",""https://twitter.com/dotmatics""]",2005-01-01,501-1000,US,https://www.dotmatics.com/,"[{""name"":""Boston"",""permalink"":""boston-massachusetts""},{""name"":""Massachusetts"",""permalink"":""massachusetts-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Softgate Systems,https://www.crunchbase.com/organization/softgate-systems,softgate-systems,342671,Softgate Systems offers a retail payments exchange platform that connects retailers and billers with the cash-preferred consumer base.,"[{""id"":""billing"",""value"":""Billing""},{""id"":""e-commerce-275d"",""value"":""E-Commerce""},{""id"":""finance"",""value"":""Finance""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""fintech-e067"",""value"":""FinTech""},{""id"":""payments"",""value"":""Payments""},{""id"":""retail"",""value"":""Retail""}]",closed,"[""http://www.facebook.com/PayXchange"",""http://www.linkedin.com/company/softgate-systems-inc""]",1993-01-01,51-100,US,http://www.softgatesystems.com,"[{""name"":""Fairfield"",""permalink"":""fairfield-new-jersey""},{""name"":""New Jersey"",""permalink"":""new-jersey-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Motocho,https://www.crunchbase.com/organization/motocho,motocho,537117,"Motocho is a smart, secure, and transparent platform for individual investors to buy, sell, trade, and manage digital currencies.","[{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""fintech-e067"",""value"":""FinTech""}]",active,"[""https://www.facebook.com/MotochoHQ"",""https://www.linkedin.com/company/36173083/admin/"",""https://twitter.com/MotochoHQ""]",2017-10-01,11-50,US,https://www.motocho.io,"[{""name"":""San Jose"",""permalink"":""san-jose-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Customer Alliance,https://www.crunchbase.com/organization/customer-alliance,customer-alliance,65835,Customer Alliance manages and improves hotels online reputations and increase revenue.,"[{""id"":""enterprise-software"",""value"":""Enterprise Software""},{""id"":""marketing-2795"",""value"":""Marketing""},{""id"":""saas-5c4e"",""value"":""SaaS""}]",active,"[""https://www.facebook.com/CustomerAlliance/"",""https://www.linkedin.com/company/customer-alliance/"",""https://twitter.com/customerall""]",2009-01-01,51-100,DE,https://www.customer-alliance.com,"[{""name"":""Berlin"",""permalink"":""berlin-berlin""},{""name"":""Berlin"",""permalink"":""berlin-germany""},{""name"":""Germany"",""permalink"":""germany""},{""name"":""Europe"",""permalink"":""europe""}]"
Climber RMS,https://www.crunchbase.com/organization/climber-hotel,climber-hotel,81651,Climber is a Revenue Management Software for small hotel chains.,"[{""id"":""analytics"",""value"":""Analytics""},{""id"":""artificial-intelligence"",""value"":""Artificial Intelligence (AI)""},{""id"":""hospitality"",""value"":""Hospitality""},{""id"":""saas-5c4e"",""value"":""SaaS""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/climberhotel"",""https://www.linkedin.com/company/climber-hotel"",""https://twitter.com/climberhotel""]",2015-03-01,11-50,PT,http://climberrms.com,"[{""name"":""Lisbon"",""permalink"":""lisbon-lisboa""},{""name"":""Lisboa"",""permalink"":""lisboa-portugal""},{""name"":""Portugal"",""permalink"":""portugal""},{""name"":""Europe"",""permalink"":""europe""}]"
Klutch,https://www.crunchbase.com/organization/klutch,klutch,27622,Klutch is the first programmable consumer credit card that runs code whenever you use it.,"[{""id"":""finance"",""value"":""Finance""},{""id"":""financial-services"",""value"":""Financial Services""},{""id"":""fintech-e067"",""value"":""FinTech""},{""id"":""software"",""value"":""Software""}]",active,"[""https://www.facebook.com/klutchcard1"",""https://www.linkedin.com/company/klutchworld/"",""https://twitter.com/KlutchCard""]",2019-05-01,11-50,US,https://www.klutchcard.com/,"[{""name"":""San Francisco"",""permalink"":""san-francisco-california""},{""name"":""California"",""permalink"":""california-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Duke University School of Law,https://www.crunchbase.com/organization/duke-university-school-of-law,duke-university-school-of-law,7520,Duke University School of Law prepare students for responsible and productive lives in the legal profession.,nan,active,"[""http://www.facebook.com/dukelawschool"",""https://www.linkedin.com/company/duke-university"",""http://twitter.com/DukeLaw""]",1868-01-01,nan,US,http://www.law.duke.edu,"[{""name"":""Durham"",""permalink"":""durham-north-carolina""},{""name"":""North Carolina"",""permalink"":""north-carolina-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
InformedDNA,https://www.crunchbase.com/organization/informeddna,informeddna,24978,"InformedDNA is the country’s leading applied genomics solutions company, helping harness the full power of precision medicine.","[{""id"":""biotechnology"",""value"":""Biotechnology""},{""id"":""genetics"",""value"":""Genetics""},{""id"":""health-care"",""value"":""Health Care""},{""id"":""pharmaceutical"",""value"":""Pharmaceutical""},{""id"":""precision-medicine"",""value"":""Precision Medicine""}]",active,"[""https://www.facebook.com/Informeddnageneticexperts/"",""https://www.linkedin.com/company/informeddna/"",""http://twitter.com/InformedDNA""]",2007-01-01,51-100,US,http://informeddna.com,"[{""name"":""St. Petersburg"",""permalink"":""st.-petersburg-florida""},{""name"":""Florida"",""permalink"":""florida-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Lowe’s,https://www.crunchbase.com/organization/lowes,lowes,67316,"Lowe’s provides the skills to manage home, and offer the best customer services.","[{""id"":""hardware"",""value"":""Hardware""},{""id"":""home-renovation"",""value"":""Home Renovation""},{""id"":""manufacturing"",""value"":""Manufacturing""}]",active,"[""http://www.facebook.com/lowes"",""https://www.linkedin.com/company/lowe's-home-improvement"",""http://twitter.com/Lowes""]",1921-03-25,10001+,US,https://www.lowes.com,"[{""name"":""Mooresville"",""permalink"":""mooresville-north-carolina""},{""name"":""North Carolina"",""permalink"":""north-carolina-united-states""},{""name"":""United States"",""permalink"":""united-states""},{""name"":""North America"",""permalink"":""north-america""}]"
Wemark,https://www.crunchbase.com/organization/wemark-digital,wemark-digital,117599,"Blockchain-based marketplace for digital content, starting with photos","[{""id"":""blockchain"",""value"":""Blockchain""},{""id"":""cryptocurrency"",""value"":""Cryptocurrency""},{""id"":""marketplace-772d"",""value"":""Marketplace""},{""id"":""photography"",""value"":""Photography""}]",active,"[""https://www.facebook.com/WemarkOfficial"",""https://www.linkedin.com/company/wemark/"",""https://twitter.com/_wemark""]",2015-01-01,11-50,IL,https://www.wemark.com,"[{""name"":""Tel Aviv"",""permalink"":""tel-aviv-tel-aviv""},{""name"":""Tel Aviv"",""permalink"":""tel-aviv-israel""},{""name"":""Israel"",""permalink"":""israel""},{""name"":""Asia"",""permalink"":""asia""}]"
